conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1740322103394730377,Thu Dec 28 10:41:37 +0000 2023,4,klo gitu knp ga dibangun aja pusat pelayanan kesehatan yg merata di wilayah timur biar gausah jauh² ke ikn cuma buat pengobatan ngotak dikit la pak masa org yg tinggal di wilayah timur klo sakit jantung harus naik pesawat 3 jam apa ga keburu pengamat tata kota my ass lmao,1740322103394730377,,,in,singapur selatan,0,1,0,https://x.com/anakpwk69/status/1740322103394730377,1475092727716929537,anakpwk69
1749360792359846298,Mon Jan 22 09:18:09 +0000 2024,7,Setuju ga buat ngelanjutin IKN Nusantara?,1749360792359846298,,,in,,3,4,1,https://x.com/meme10nopember/status/1749360792359846298,1465252595652390913,meme10nopember
1759779908488945854,Tue Feb 20 03:19:59 +0000 2024,18841,IKN penduduknya nanti 2jt orang dan ada taksi terbang terus penduduknya nanti dibagi 5 faksi: dauntles candor erudite amity sama abnegation.,1759779908488945854,,,in,she/her ,1604,521,5565,https://x.com/longliveszl/status/1759779908488945854,1251413341655797763,longliveszl
1770317515639439745,Wed Mar 20 05:12:41 +0000 2024,5107,/lt apakah ini saatnya Ali Raib Seli untuk mulai petualangan antar klan di ikn? https://t.co/NWnehoXJ5w,1770317515639439745,https://pbs.twimg.com/media/GJFuZLKbMAANRpR.jpg,,in,Indonesia,642,338,423,https://x.com/literarybase/status/1770317515639439745,1023569652994080769,literarybase
1770443281631187445,Wed Mar 20 13:32:26 +0000 2024,1,/lt tiba-tiba kepikiran kalo ibu kota pindah ke IKN. Apakah perpusnas juga ikut pindah? atau bikin perpusnas baru di sana?,1770443281631187445,,,in,Indonesia,1,4,1,https://x.com/literarybase/status/1770443281631187445,1023569652994080769,literarybase
1821236610949857339,Wed Aug 07 17:26:59 +0000 2024,23482,POV: Buka bumble di IKN https://t.co/7MIoS2M08z,1821236610949857339,https://pbs.twimg.com/media/GUZVCw3a8AQ-Xyn.jpg,,in,,296,259,4285,https://x.com/bumblesupremacy/status/1821236610949857339,1462957943536566275,bumblesupremacy
1818833780079276091,Thu Aug 01 02:19:00 +0000 2024,45799,Masa depan IKN https://t.co/oTpr4kk5GG,1818833780079276091,https://pbs.twimg.com/media/GT3LrvUbwAQTCzq.jpg,,in,"Dongo, Lombardia",1001,649,10385,https://x.com/aimr0d/status/1818833780079276091,1682607464326508544,aimr0d
1836346862275612672,Wed Sep 18 10:09:44 +0000 2024,52612,btw 10 hari di London gue udah diledekin soal IKN 4 kali oleh 4 orang berbeda i heard its not working? i heard its badly planned? ,1836346862275612672,,,in,she/her ,973,373,5588,https://x.com/bincangurban/status/1836346862275612672,576167158,bincangurban
1759217266242343345,Sun Feb 18 14:49:33 +0000 2024,4,@dewapuci Nantinya takaran kesuksesan dari pembangunan IKN apa ya bu?,1759228667920888309,,dewapuci,in,Indonesia,0,0,0,https://x.com/latte_nosugar/status/1759228667920888309,44602636,latte_nosugar
1727635602944966802,Thu Nov 23 10:30:00 +0000 2023,0,rek! info butuh koneksi orang yang kerja di IKN saya kasi 100k,1727635602944966802,,,in,Bikini Bottom,2,0,0,https://x.com/fess10nopember/status/1727635602944966802,3007365157,fess10nopember
1763939879577321756,Sat Mar 02 14:50:14 +0000 2024,1,ASN tuh pada jadi pindah ke ikn juli nanti? ,1763939879577321756,,,in,Indonesia,0,2,0,https://x.com/tanyakanrl/status/1763939879577321756,1331650559518990336,tanyakanrl
1859843085162905814,Fri Nov 22 06:15:20 +0000 2024,54,Prabowo Tawarkan Proyek IKN dan Giant Sea Wall ke Pengusaha Inggris https://t.co/WWDHTWQJjZ,1859843085162905814,,,in,,4,15,6,https://x.com/CNNIndonesia/status/1859843085162905814,17128975,CNNIndonesia
1758307549538058747,Fri Feb 16 03:29:04 +0000 2024,0,@sheque MRT &amp; LRT aku setuju IKN I doubt. Kl konsepnya mau pindahin ibukota &amp; bikin pusat ekonomi baru knp harus bener2 dr 0 di kaltim? Ga prudent dr segi cost &amp; byk kota lain yg potensial. Juga ga akan complain kl kita GDPnya gede banget (meaning we have money &amp; luxury to do that),1758332640883851419,,sheque,in,Indonesia,0,1,0,https://x.com/latte_nosugar/status/1758332640883851419,44602636,latte_nosugar
1719635390091698623,Wed Nov 01 08:40:00 +0000 2023,0,rek! disini ada yang pernah magang di IKN gk?,1719635390091698623,,,in,Bikini Bottom,0,1,0,https://x.com/fess10nopember/status/1719635390091698623,3007365157,fess10nopember
1820934703899099389,Tue Aug 06 21:27:19 +0000 2024,5748,Gamau pindah ke IKN ah ngapain bumble nya pasti sepi ntar -_-,1820934703899099389,,,in,,380,284,563,https://x.com/ngeemtot/status/1820934703899099389,1247465256592367618,ngeemtot
1824646225301536810,Sat Aug 17 03:15:35 +0000 2024,101016,Hee? Denger doanya mentri agama barusan ga di IKN? BeRatus tahun kami dijajah bangsa asing dan kini setelah merasa merdeka kami mulai dijajah oleh nafsu dan kedengkian kami sendiri Dst Wait... ini yg bikin teks nya siapa? Ga ada yg kesinggung itu?,1824646225301536810,,,in,"City Hopper, Travelholic",1590,932,15167,https://x.com/jumintenkoplak/status/1824646225301536810,280814251,jumintenkoplak
1857466463377875173,Fri Nov 15 16:51:29 +0000 2024,7,kirk ucuncu peron ile aramdaki hate loveiliskisi️,1857466463377875173,,,in,,0,2,0,https://x.com/ikn0vvth3end/status/1857466463377875173,1744295307150508032,ikn0vvth3end
1740773421448073535,Fri Dec 29 16:35:00 +0000 2023,10,rek! mau tanya ada gk yang magang/kp di bagian proyek IKN buat jaga jaga biar kriteria dan persyaratan buat magang dan kerja disana,1740773421448073535,,,in,Bikini Bottom,0,2,0,https://x.com/fess10nopember/status/1740773421448073535,3007365157,fess10nopember
1758331318893731902,Fri Feb 16 03:41:22 +0000 2024,1,@fjhrrrrrrrrr ntar minta nyalon lagi alasannya mau lanjut program maksu trs paslon satunya di fitnah bakal stop proker maksi habis itu rakyat jdi takut sama paslon satunya gt aja terus kek ikn,1758335737634979890,,fjhrrrrrrrrr,in,,0,1,0,https://x.com/whokilledasha/status/1758335737634979890,1548631864206065664,whokilledasha
1800915486039032253,Wed Jun 12 15:38:05 +0000 2024,0,pinjaman untuk IKN ya? . sekarang investor IKN pada mundur karena permintaan pembangunan bak roro jonggrang yg gak masuk akal. manalagi kmrn ada yg boong terkait investor asing padahal nihil. mau jadi apa negara ini..,1800915486039032253,,,in,,0,0,0,https://x.com/Lovranne/status/1800915486039032253,1774179711574532096,Lovranne
1765672110226276782,Thu Mar 07 09:33:30 +0000 2024,0,Guys ada yang lagi bergelut di project IKN? Atau ada kenalan yang gadap projectnya? Saia perlu klarifikasi di suatu point yg ada di pdf dari websitenya. Thanksz! - minpuh,1765672110226276782,,,in,Bikini Bottom,0,1,0,https://x.com/fess10nopember/status/1765672110226276782,3007365157,fess10nopember
1857500236832190571,Fri Nov 15 19:05:41 +0000 2024,4,lowkey getting fixated on tokyo ghoul. also hi main im ikn class,1857500236832190571,,,en,ic louisken07 | rd rentry,0,0,0,https://x.com/bongsmoker2000/status/1857500236832190571,1593780612145586178,bongsmoker2000
1857158938401386968,Thu Nov 14 20:29:29 +0000 2024,6,FYI Goldshore Resources $GSHR.v they of the Moss project in ON CA has set its sights at the other end of The Americas and has just opened a business office in San Juan Argentina. The official move includes the nomination of a legal representative.,1857158938401386968,,,en,South America,0,3,1,https://x.com/Mark_IKN/status/1857158938401386968,1627835325635592193,Mark_IKN
1749443838798877126,Mon Jan 22 14:48:08 +0000 2024,4,Pertanyaan lanjutan untuk yang tidak setuju: Kalau tidak dilanjutkan pembangunan IKN baru yang sudah berjalan ini mau digimanain?,1749443838798877126,,,in,,0,2,0,https://x.com/meme10nopember/status/1749443838798877126,1465252595652390913,meme10nopember
1757769809792733353,Wed Feb 14 14:29:12 +0000 2024,0,@_mkrynss @4wriad Bener ga sih mil pns bakal mutasi ke ikn?,1757773992746979721,,_mkrynss,in,Indonesia,0,1,0,https://x.com/latte_nosugar/status/1757773992746979721,44602636,latte_nosugar
1859279080228635093,Wed Nov 20 16:54:11 +0000 2024,6,So #mintwit thinks hard-done-by Solaris $SLS.to has been unfairly treated by the world! Are you people being ignorant just for today or have you overdosed on Stupid Pills? A company that screwed up CSR so badly it can only possibly sell to the Chinese and you blame Trudeau! https://t.co/0UCsh7D60q,1859279080228635093,https://pbs.twimg.com/tweet_video_thumb/Gc18d0-WAAA8VgY.jpg,,en,South America,0,4,1,https://x.com/Mark_IKN/status/1859279080228635093,1627835325635592193,Mark_IKN
1798338421204930975,Wed Jun 05 12:57:45 +0000 2024,22010,IKN 2 bulan lagi: https://t.co/GHKy6EMUrW,1798338421204930975,https://pbs.twimg.com/ext_tw_video_thumb/1623968430914412545/pu/img/d6acH2fmB-ri5TPc.jpg,,in,Ibu Kota Nusantara,436,328,6044,https://x.com/kemgelapan/status/1798338421204930975,1772124227463979008,kemgelapan
1857267838567743705,Fri Nov 15 03:42:13 +0000 2024,4,Can t wait till it s all said and done sitting on a hill watching my kids play,1857267838567743705,,,en,,0,0,0,https://x.com/ikn0ukn0/status/1857267838567743705,2726582209,ikn0ukn0
1858312721743405207,Mon Nov 18 00:54:13 +0000 2024,6,Gmn kabarnya IKN dah ngangkrak blm kok ga ada update nya?,1858312721743405207,,,in,♂Pico ♀Willow,0,4,0,https://x.com/picojoyco/status/1858312721743405207,1683355586921140224,picojoyco
1858948482385801631,Tue Nov 19 19:00:30 +0000 2024,24,Suddenly no sellers in Minera Alamos $MAI.v https://t.co/3laGYte6pH,1858948482385801631,https://pbs.twimg.com/tweet_video_thumb/GcxPygkWYAANfQ-.jpg,,en,South America,0,7,1,https://x.com/Mark_IKN/status/1858948482385801631,1627835325635592193,Mark_IKN
1766408500820017382,Sat Mar 09 10:19:39 +0000 2024,3885,Dikabarkan Universitas Standford yg terkenal itu akan membangun kampus di Ibukota baru (IKN). Kepala Otorita yg mempersiapkan IKN Bambang Susantono bilang Mei 2024 ini Standford akan mulai membangunnya bahkan dikatakan akan ada 8 universitas lain yg menyusul. Dari,1766408500820017382,,,in,,160,635,1044,https://x.com/gm_gm/status/1766408500820017382,95007098,gm_gm
1759467239521308945,Mon Feb 19 06:37:33 +0000 2024,6, apa kepanjangan IKN ? ,1759467239521308945,,,in,Indonesia,1,51,1,https://x.com/tanyakanrl/status/1759467239521308945,1331650559518990336,tanyakanrl
1856711529908896093,Wed Nov 13 14:51:39 +0000 2024,4,Who is on BlueSky? I ve just set up an account don t know if it s a waste of time but I m there as Norman_IKN@sinceApril1970 same as my TwiX. Likes and follows would help me get started,1856711529908896093,,,en,,0,1,0,https://x.com/sinceApril1970/status/1856711529908896093,1658013285545914368,sinceApril1970
1856703375766855715,Wed Nov 13 14:19:15 +0000 2024,2,Problematika ASN di IKN:,1856703375766855715,,,in,,0,1,0,https://x.com/kondusivitas/status/1856703375766855715,1654076382631313408,kondusivitas
1856692702475366684,Wed Nov 13 13:36:50 +0000 2024,11,Cannot argue with @Nukular11,1856692702475366684,,,en,South America,0,1,1,https://x.com/Mark_IKN/status/1856692702475366684,1627835325635592193,Mark_IKN
1759532127623004303,Mon Feb 19 10:55:24 +0000 2024,12935,cung yg pernah ke ikn dan mengerjakan salah satu proyeknya️ gak sespesial itu sebenernya cuma... ya semangat deh ga bisa ngomong apa-apa HAHAHA,1759532127623004303,,,in,,484,284,2668,https://x.com/tiwan/status/1759532127623004303,1141580288,tiwan
1856710556931293504,Wed Nov 13 14:47:47 +0000 2024,6,Marimaca five handle.,1856710556931293504,,,en,South America,0,1,1,https://x.com/Mark_IKN/status/1856710556931293504,1627835325635592193,Mark_IKN
1592784459656749058,Wed Nov 16 07:39:42 +0000 2022,3897,Indonesia siap menjadi tuan rumah penyelenggaraan pesta olahraga terakbar di dunia Olimpiade pada tahun 2036 mendatang. Indonesia menyiapkan Ibu Kota Nusantara (IKN) sebagai tempatnya. https://t.co/hDnbFI1o3c,1592784459656749058,https://pbs.twimg.com/ext_tw_video_thumb/1592784357269204993/pu/img/lZBkgJq2Y1O6nIEZ.jpg,,in,Jakarta,480,516,589,https://x.com/jokowi/status/1592784459656749058,366987179,jokowi
1783371865190449277,Thu Apr 25 15:45:24 +0000 2024,0,@lalapanbebekk jauh ya jing kutai ke ikn enak kali ,1783522709458350387,,lalapanbebekk,in,singapur selatan,0,0,0,https://x.com/anakpwk69/status/1783522709458350387,1475092727716929537,anakpwk69
1857267530944893125,Fri Nov 15 03:41:00 +0000 2024,3,Ordered potbelly to try to make me feel better bout having a shit day and these mfs got my order wrong ,1857267530944893125,,,en,,0,0,0,https://x.com/ikn0ukn0/status/1857267530944893125,2726582209,ikn0ukn0
1846217994562879645,Tue Oct 15 15:54:05 +0000 2024,55004,Kamu bilang tidak punya uang untuk menggaji semua guru secara layak tapi kamu tiba-tiba punya uang 466T untuk IKN dan 800M sehari untuk makan siang gratis :( Kamu bukan ga punya uang tapi ga punya kemauan.,1846217994562879645,,,in,,666,347,24239,https://x.com/legislatweet/status/1846217994562879645,1517123019453636609,legislatweet
1738186323838795982,Fri Dec 22 13:14:48 +0000 2023,6872,Cak Imin potong tumpeng di Titik Nol IKN Nusantara: https://t.co/R75EdzdO9P,1738186323838795982,https://pbs.twimg.com/media/GB9HQBPbgAAJ3w9.jpg,,in,Indonesia,299,238,1072,https://x.com/Box2boxID/status/1738186323838795982,939835083745255425,Box2boxID
1751792122037252143,Mon Jan 29 02:19:23 +0000 2024,9098,Co-Captain 2 Tim Nasional Pemenangan Anies-Muhaimin (Timnas AMIN) Thomas Lembong dan Menteri Investasi Bahlil Lahadalia saling singgung soal investasi di Ibu Kota Nusantara (IKN). #Tempodotco #TomLembong #Bahlil https://t.co/hFrm3zVxSJ,1751792122037252143,https://pbs.twimg.com/media/GE-dBEwbIAAr8l6.jpg,,in,Indonesia,241,531,1062,https://x.com/tempodotco/status/1751792122037252143,18129942,tempodotco
1800363593520832744,Tue Jun 11 03:05:04 +0000 2024,18228,Btw ini kondisi jalan di sekitar IKN menuju istana negara: https://t.co/FWXBU9JXxE,1800363593520832744,https://pbs.twimg.com/media/GPwtI9UagAAdal4.jpg,,in,Kutub Selatan,644,577,2630,https://x.com/timpenguinnas/status/1800363593520832744,1457753196269473793,timpenguinnas
1826961408065405194,Fri Aug 23 12:35:17 +0000 2024,15, ukn = ukt + ikn https://t.co/IHQpbD9UQm,1826961408065405194,https://pbs.twimg.com/media/GVqrt8hXIAAEDxJ.jpg,,in,Indonesia,0,4,0,https://x.com/tanyarlfes/status/1826961408065405194,1371650588,tanyarlfes
1857202580948242543,Thu Nov 14 23:22:55 +0000 2024,3,I don't mind paying taxes if it goes to somewhere worthwhile. But all I see is corruption and IKN and people losing jobs without safety net. So excuse me to think this is problematic.,1857202580948242543,,,en,Hundred Acre Wood,0,0,0,https://x.com/whuva/status/1857202580948242543,48010298,whuva
1857032166372163803,Thu Nov 14 12:05:45 +0000 2024,9,I'm old enough to remember when Dirty Dev threw tens of thousands of dollars at the TSXV paid pump whore brigade who proceeded in unison to swear blind F3 $FUU.v was the new NexGen. The paid pump whores did well Dirty Dev did well How did you get on retail dumbass? https://t.co/FvxL0KJZ8H,1857032166372163803,https://pbs.twimg.com/media/GcWA6V0XUAA6Wba.jpg,,en,South America,0,1,1,https://x.com/Mark_IKN/status/1857032166372163803,1627835325635592193,Mark_IKN
1857378291411558747,Fri Nov 15 11:01:07 +0000 2024,11,サウナハットってあったがいいんかな,1857378291411558747,,,ja,,0,2,0,https://x.com/vq9IknVJek1829/status/1857378291411558747,1798702429103648769,vq9IknVJek1829
1770395537101251071,Wed Mar 20 10:22:43 +0000 2024,10424,Temuan TEMPO: Korporasi Taipan Panen Kayu di Kawasan Inti IKN,1770395537101251071,,,in,Indonesia,459,280,4272,https://x.com/tempodotco/status/1770395537101251071,18129942,tempodotco
1760939623763882349,Fri Feb 23 08:08:17 +0000 2024,4,Tanyarl kalian nanti mau gak tinggal di IKN? Gini kan gambarannya 2045? https://t.co/J5q2DecjKM,1760939623763882349,https://pbs.twimg.com/media/GHAdQBIb0AA0ojg.jpg,,in,Indonesia,0,3,1,https://x.com/tanyarlfes/status/1760939623763882349,1371650588,tanyarlfes
1503689523703971843,Tue Mar 15 11:08:14 +0000 2022,2384,Luhut memastikan CEO SoftBank Masayoshi Son akan dicoret dari Dewan Pengarah Pembangunan Ibu Kota Negara (IKN). Ini artinya Kaidanren Jepang (Chamber of Commerce) akan kompak menyerukan tidak akan ada yg ikut investasi di IKN.,1503689523703971843,,,in,"-6.252543,106.806343",36,262,452,https://x.com/alisyarief/status/1503689523703971843,30201110,alisyarief
1782066139260178821,Sun Apr 21 15:17:31 +0000 2024,11312,Ini kayaknya suting di IKN,1782066139260178821,,,in,🍀,337,278,2324,https://x.com/skipberat/status/1782066139260178821,992790872600162305,skipberat
1827258355418636775,Sat Aug 24 08:15:15 +0000 2024,4397, Bang Raymond padahal termasuk yg diundang ke IKN tapi dia tetap speak up tentang isu yg lagi rame ini video dia ngasih tau untuk hati2 karena buzzer sama influencer udah pada nonghol buat mecah belah rakyat. kerenn dia https://t.co/GrsVfNVVD4,1827258355418636775,https://pbs.twimg.com/media/GVu5ykrXoAAiKwb.jpg,,in,Indonesia,13,67,637,https://x.com/tanyarlfes/status/1827258355418636775,1371650588,tanyarlfes
1857393163192979586,Fri Nov 15 12:00:13 +0000 2024,12,The Fitzroy Minerals $FTZ.v scam being perpetrated by Matthew Gordon @MoshiGordon of @CruxInvestor fame is now accelerating. Gordon has sent a mail out to the Crux Investor mailing list trying to drum up interest in the 20c concurrent placement. In the mailer he massages..(1/2),1857393163192979586,,,en,South America,0,2,1,https://x.com/Mark_IKN/status/1857393163192979586,1627835325635592193,Mark_IKN
1731293578851488204,Sun Dec 03 12:45:29 +0000 2023,1, gaes di sini ada yang kerja di IKN kah?,1731293578851488204,,,in,Indonesia,0,1,0,https://x.com/tanyakanrl/status/1731293578851488204,1331650559518990336,tanyakanrl
1821500119323496887,Thu Aug 08 10:54:04 +0000 2024,21791,klo ikn nnti jdi kota yg sangat maju gk smua org indonesia mnikmatinya soalna kan jauh knapa gk sluruh kota di indonesia aja yg dbikin maju biar smua bs nikmatin jdi gk cm 1 tmpt aja yg dibagusin,1821500119323496887,,,in,Indonesia,1431,1432,3185,https://x.com/cursedkidd/status/1821500119323496887,1142426049470296064,cursedkidd
1725839183548461227,Sat Nov 18 11:31:40 +0000 2023,9, akhirnya bisa date setelah sekian lama nunggu paksu balik dari IKN. Happy satnight oll https://t.co/z6iBeCNg0A,1725839183548461227,https://pbs.twimg.com/media/F_NpltMbcAAnVZL.jpg,,in,Indonesia,1,0,0,https://x.com/tanyakanrl/status/1725839183548461227,1331650559518990336,tanyakanrl
1503593474964471810,Tue Mar 15 04:46:34 +0000 2022,2393, Waketum MUI Marsudi menuturkan proses hijrah Nabi Muhammad SAW dari Makkah ke Madinah tidak jauh beda dengan pemindahan IKN dari Jakarta ke Kalimantan Timur Disss! Ga ada tuh critanya Rasululloh hijrah pake tanah &amp; air 34 rupa. Ngawur ente! ,1503593474964471810,,,in,Bekasi - Indonesia,46,329,418,https://x.com/bachrum_achmadi/status/1503593474964471810,105085302,bachrum_achmadi
1857497649328337064,Fri Nov 15 18:55:24 +0000 2024,5,Found my home https://t.co/76MCQPK8Sl,1857497649328337064,https://pbs.twimg.com/media/GccoQ9qWYAACamO.jpg,,en,,0,1,0,https://x.com/ikn0ukn0/status/1857497649328337064,2726582209,ikn0ukn0
1856795739835568168,Wed Nov 13 20:26:16 +0000 2024,2,https://t.co/NWsp6pAuF0,1856795739835568168,https://pbs.twimg.com/media/GcSp4pPbAAA4ZDD.jpg,,zxx,愛憎二転三転グレーゾーン,0,0,0,https://x.com/SSiNN_ikn/status/1856795739835568168,1499697998808629253,SSiNN_ikn
1856954364537319567,Thu Nov 14 06:56:35 +0000 2024,7,Bad Luck Eric. Predicts 2024 Gold Run. (Goofy smiley face photo) Bets On New Found Gold. $NFG.v $NFGC https://t.co/fOI7TdDj71,1856954364537319567,https://pbs.twimg.com/media/GcU6JyUaMAAXG8Z.jpg,,en,South America,0,2,1,https://x.com/Mark_IKN/status/1856954364537319567,1627835325635592193,Mark_IKN
1824664996409651497,Sat Aug 17 04:30:10 +0000 2024,16, tadi rebahan sambil streaming upacara kemerdekaan di IKN dan yah ketiduran maaf negara ku aku nonton ulang kok ,1824664996409651497,,,in,Indonesia,0,6,1,https://x.com/tanyarlfes/status/1824664996409651497,1371650588,tanyarlfes
1729329913017368819,Tue Nov 28 02:42:35 +0000 2023,2,Tanyarl Out of politik. Dari pandangan pribadi kalian yg asli Kalimantan atau daerah lain sebenernya setuju gak dg pembangunan IKN? kasih alasannya dongs~,1729329913017368819,,,in,Indonesia,0,0,1,https://x.com/tanyarlfes/status/1729329913017368819,1371650588,tanyarlfes
1824741715032547720,Sat Aug 17 09:35:01 +0000 2024,18713,IKN tuh begini doang apa gmn si? kok ga kyk ibukota malah kek the breeze bsd,1824741715032547720,,,in,ujung dunia,1268,1016,3159,https://x.com/adudidut/status/1824741715032547720,1794196825735573504,adudidut
1838130988775506011,Mon Sep 23 08:19:13 +0000 2024,8303,Masa sih IKN kayak gini? Haters ditunggu komennya! https://t.co/tMzayUR8kX,1838130988775506011,https://pbs.twimg.com/amplify_video_thumb/1838130876586323968/img/e4GJoFXuNIGAMhkd.jpg,,in,"Jakarta Selatan, DKI Jakarta",2089,1792,861,https://x.com/HusinShihab/status/1838130988775506011,1128649413633560577,HusinShihab
1753785457643802815,Sat Feb 03 14:20:11 +0000 2024,14, seharusnya manusia sering muncul di wilayah ikn buaya harus was was https://t.co/54vOkBbNE9,1753785457643802815,https://pbs.twimg.com/media/GFaylB6bwAA8ug5.jpg,,in,Indonesia,0,0,0,https://x.com/tanyakanrl/status/1753785457643802815,1331650559518990336,tanyakanrl
1830784090674541055,Tue Sep 03 01:45:16 +0000 2024,6, apakah ada yg berpengalaman ketrima cipienes? Kalo kayak gini berarti penempatan di Jakarta atau nanti bakal ke IKN ya? Aku tanya helpdesk belum terjawab. Makasih https://t.co/rEnDaOHmJH,1830784090674541055,https://pbs.twimg.com/media/GWhAbQaXEAAW1gK.jpg,,in,Indonesia,0,2,0,https://x.com/tanyakanrl/status/1830784090674541055,1331650559518990336,tanyakanrl
1712975261770383554,Fri Oct 13 23:35:02 +0000 2023,5, kalian umur berapa pas IKN selesai ? Me 48 https://t.co/DgrQUHqbJX,1712975261770383554,https://pbs.twimg.com/media/F8W1xtVbIAABfW4.jpg,,in,Indonesia,2,22,0,https://x.com/tanyakanrl/status/1712975261770383554,1331650559518990336,tanyakanrl
1739143748096078291,Mon Dec 25 04:39:15 +0000 2023,19784,Ternyata solusi jakarta yang bebas macet tuh bukan IKN tapi LIBUR NATARU https://t.co/AzxQknDibv,1739143748096078291,https://pbs.twimg.com/media/GCKuBaMbgAAuObA.jpg,,in,8 tobias asserlaan,860,305,2952,https://x.com/ProfMelankolis/status/1739143748096078291,1320274640,ProfMelankolis
1684037085655891969,Wed Jul 26 03:05:03 +0000 2023,3,Gundar bakalan jadi univ pertama di IKN https://t.co/w3yN75GT9r,1684037085655891969,https://pbs.twimg.com/media/F17l6jGaAAAdl8Y.jpg,,in,Indonesia,0,2,0,https://x.com/tanyakanrl/status/1684037085655891969,1331650559518990336,tanyakanrl
